price,Selected,carat,cut,color,clarity,depth,table,x,y,z
463,No,0.33,Premium,I,VS2,60.6,58.0,4.44,4.47,2.70
463,No,0.33,Very Good,H,SI1,63.0,56.0,4.41,4.42,2.78
833,No,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87
833,No,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82
833,No,0.37,Premium,E,SI1,60.6,54.0,4.68,4.63,2.82
833,No,0.37,Premium,E,SI1,59.3,58.0,4.75,4.73,2.81
833,No,0.37,Ideal,E,SI1,61.9,56.0,4.60,4.57,2.84
833,No,0.37,Premium,E,SI1,61.8,58.0,4.64,4.59,2.85
833,No,0.37,Ideal,E,SI1,62.7,54.0,4.60,4.55,2.87
833,No,0.38,Premium,G,VS1,61.0,58.0,4.67,4.71,2.86
833,No,0.38,Premium,G,VS1,60.6,58.0,4.64,4.67,2.82
833,No,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88
833,No,0.38,Premium,G,VS1,61.9,58.0,4.62,4.66,2.87
833,No,0.38,Ideal,G,VS1,61.8,56.0,4.64,4.65,2.87
833,No,0.38,Premium,H,VVS2,62.0,58.0,4.62,4.64,2.87
833,No,0.38,Ideal,H,VVS2,61.4,57.0,4.63,4.65,2.85
833,No,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88
833,No,0.38,Ideal,G,VS1,60.8,56.0,4.66,4.71,2.85
834,No,0.44,Very Good,J,VVS2,63.6,58.0,4.80,4.83,3.06
834,No,0.32,Very Good,F,VVS1,62.8,60.0,4.32,4.34,2.72
834,No,0.41,Very Good,G,VS2,60.5,56.0,4.81,4.85,2.92
834,No,0.32,Ideal,D,VVS2,61.7,57.0,4.39,4.42,2.72
834,No,0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85
834,No,0.39,Ideal,I,VS2,62.9,57.0,4.68,4.64,2.93
834,No,0.39,Premium,H,SI1,62.0,60.0,4.71,4.65,2.90
834,No,0.39,Premium,E,SI2,63.0,61.0,4.65,4.62,2.92
834,No,0.41,Very Good,E,VS1,62.8,56.0,4.72,4.77,2.98
834,No,0.41,Very Good,E,VS1,62.8,60.0,4.72,4.77,2.98
835,No,0.30,Ideal,D,VS1,62.2,56.0,4.31,4.27,2.67
835,No,0.30,Ideal,D,VS1,61.0,57.0,4.32,4.31,2.63
835,No,0.35,Very Good,D,VVS2,60.0,58.0,4.57,4.59,2.75
835,No,0.41,Very Good,G,VS2,62.7,60.0,4.71,4.75,2.96
835,No,0.38,Very Good,F,VS1,60.4,60.0,4.70,4.74,2.85
835,No,0.36,Ideal,E,VS1,61.4,54.0,4.59,4.63,2.83
835,No,0.36,Ideal,E,VS1,61.8,54.0,4.56,4.60,2.83
835,No,0.36,Ideal,E,VS1,61.8,55.0,4.58,4.61,2.84
835,No,0.60,Premium,H,I1,62.1,62.0,5.33,5.27,3.30
835,No,0.35,Very Good,E,VVS1,63.0,59.0,4.44,4.48,2.81
835,No,0.34,Very Good,G,VVS1,59.0,62.0,4.56,4.60,2.70
835,No,0.34,Ideal,E,VVS2,62.3,57.0,4.44,4.48,2.78
836,No,0.38,Ideal,I,VVS2,62.0,55.0,4.65,4.67,2.89
836,No,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02
836,No,0.41,Ideal,G,SI2,61.0,57.0,4.82,4.79,2.93
836,No,0.41,Premium,H,SI2,62.2,56.0,4.80,4.72,2.96
837,No,0.30,Very Good,E,VVS2,60.0,55.0,4.36,4.41,2.63
837,No,0.32,Ideal,F,VVS2,60.8,58.0,4.39,4.43,2.68
837,No,0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69
837,No,0.32,Ideal,E,VVS2,60.8,56.0,4.43,4.45,2.70
837,No,0.30,Ideal,E,VVS2,61.1,55.0,4.34,4.37,2.66
837,No,0.30,Ideal,E,VVS2,61.4,55.0,4.32,4.34,2.66
837,No,0.30,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65
837,No,0.30,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67
837,No,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72
837,No,0.31,Ideal,I,IF,61.3,57.0,4.40,4.34,2.68
837,No,0.31,Premium,E,VVS2,60.5,57.0,4.41,4.39,2.66
837,No,0.40,Very Good,E,SI1,62.2,54.4,4.72,4.76,2.95
837,No,0.31,Ideal,E,VVS2,61.6,56.0,4.35,4.39,2.69
838,No,0.43,Very Good,I,VVS2,60.5,59.0,4.86,4.89,2.95
838,No,0.41,Very Good,D,SI1,63.0,59.0,4.73,4.76,2.99
838,No,0.33,Very Good,H,IF,61.2,56.0,4.46,4.50,2.74
838,No,0.34,Ideal,E,VVS2,61.8,56.0,4.48,4.52,2.78
838,No,0.34,Ideal,E,VVS2,60.8,58.0,4.51,4.53,2.75
838,No,0.34,Ideal,E,VVS2,60.9,56.0,4.52,4.54,2.76
838,No,0.33,Ideal,G,VVS1,61.6,55.0,4.46,4.47,2.75
838,No,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.50,2.77
838,No,0.33,Ideal,G,VVS1,61.7,54.0,4.46,4.49,2.76
838,No,0.33,Ideal,G,VVS1,60.9,57.0,4.49,4.51,2.74
838,No,0.33,Ideal,G,VVS1,61.7,55.0,4.44,4.48,2.75
838,No,0.33,Ideal,G,VVS1,61.7,55.0,4.48,4.50,2.77
838,No,0.33,Ideal,G,VVS1,61.1,56.0,4.47,4.50,2.74
838,No,0.33,Ideal,G,VVS1,62.0,55.0,4.45,4.49,2.77
838,No,0.30,Ideal,E,VVS1,61.5,58.0,4.28,4.31,2.64
838,No,0.30,Ideal,E,VVS1,61.6,56.0,4.30,4.34,2.66
838,No,0.30,Ideal,E,VVS1,61.2,58.0,4.28,4.31,2.63
838,No,0.30,Ideal,E,VVS1,61.6,55.0,4.34,4.36,2.68
838,No,0.30,Ideal,E,VVS1,62.1,56.0,4.30,4.33,2.68
838,No,0.30,Ideal,E,VVS1,62.8,54.0,4.27,4.30,2.69
838,No,0.30,Ideal,E,VVS1,62.6,54.0,4.30,4.33,2.70
838,No,0.30,Ideal,E,VVS1,61.2,57.0,4.32,4.34,2.65
838,No,0.30,Ideal,E,VVS1,61.6,56.0,4.31,4.32,2.66
838,No,0.34,Ideal,D,VS1,61.1,55.0,4.52,4.55,2.77
838,No,0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98
838,No,0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.00
838,No,0.44,Ideal,D,SI1,61.6,56.0,4.90,4.93,3.03
838,No,0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77
838,No,0.33,Ideal,H,IF,61.1,56.0,4.47,4.50,2.74
838,No,0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75
838,No,0.33,Ideal,H,IF,62.1,54.0,4.44,4.48,2.77
838,No,0.33,Ideal,H,IF,61.8,54.0,4.47,4.49,2.77
838,No,0.33,Ideal,H,IF,62.0,55.0,4.46,4.48,2.77
838,No,0.42,Good,H,SI1,63.6,57.0,4.79,4.74,3.03
838,No,0.42,Premium,E,SI2,58.8,60.0,4.90,4.86,2.87
838,No,0.42,Premium,E,SI2,60.1,58.0,4.91,4.87,2.94
838,No,0.42,Very Good,D,SI2,63.2,57.0,4.77,4.75,3.01
838,No,0.42,Very Good,D,SI2,63.1,56.0,4.80,4.74,3.01
838,No,0.38,Premium,F,SI1,62.0,58.0,4.63,4.60,2.86
838,No,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86
839,No,0.43,Premium,H,SI2,62.8,58.0,4.85,4.83,3.04
839,No,0.41,Very Good,H,VVS2,61.3,54.0,4.75,4.87,2.95
839,No,0.37,Ideal,F,VVS2,60.7,57.0,4.67,4.69,2.84
839,No,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79
839,No,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77
839,No,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88
839,No,0.39,Ideal,E,VS2,60.9,55.0,4.73,4.76,2.89
839,No,0.35,Ideal,F,VS1,60.9,56.0,4.52,4.56,2.77
839,No,0.31,Ideal,G,IF,61.6,56.0,4.37,4.40,2.70
839,No,0.41,Very Good,G,VS1,58.9,60.0,4.84,4.87,2.86
839,No,0.33,Ideal,D,VS1,61.0,56.0,4.45,4.47,2.72
840,No,0.30,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68
840,No,0.38,Very Good,G,VS1,63.5,59.0,4.58,4.61,2.92
840,No,0.33,Ideal,E,VVS2,62.1,54.0,4.45,4.47,2.77
840,No,0.31,Ideal,D,VVS2,62.2,54.0,4.34,4.38,2.71
840,No,0.31,Ideal,D,VVS2,61.6,54.0,4.37,4.40,2.70
840,No,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.40,2.70
840,No,0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.40,2.69
840,No,0.31,Ideal,F,VVS1,61.1,55.0,4.38,4.39,2.68
840,No,0.31,Ideal,F,VVS1,62.4,54.0,4.33,4.35,2.71
840,No,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.70
840,No,0.31,Ideal,F,VVS1,62.2,54.0,4.36,4.39,2.72
840,No,0.31,Ideal,F,VVS1,62.1,54.0,4.37,4.39,2.72
840,No,0.31,Ideal,F,VVS1,62.0,54.0,4.37,4.41,2.72
840,No,0.31,Ideal,F,VVS1,62.3,54.0,4.34,4.36,2.71
840,No,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71
840,No,0.31,Ideal,F,VVS1,61.0,56.0,4.39,4.43,2.69
840,No,0.31,Ideal,F,VVS1,62.0,54.0,4.34,4.37,2.70
840,No,0.31,Ideal,F,VVS1,62.2,53.0,4.35,4.37,2.71
840,No,0.38,Ideal,G,VS2,61.5,57.0,4.66,4.68,2.87
840,No,0.35,Ideal,E,VS1,62.0,53.6,4.53,4.55,2.81
840,No,0.31,Ideal,G,IF,61.5,57.0,4.35,4.37,2.68
840,No,0.40,Fair,G,SI1,64.7,55.0,4.68,4.65,3.02
840,No,0.40,Very Good,G,SI1,63.1,56.0,4.75,4.72,2.99
840,No,0.40,Premium,G,SI1,59.6,61.0,4.76,4.74,2.83
840,No,0.40,Very Good,G,SI1,63.4,58.0,4.71,4.66,2.97
840,No,0.40,Very Good,G,SI1,63.2,58.0,4.70,4.61,2.94
840,No,0.40,Very Good,G,SI1,63.3,58.0,4.69,4.66,2.96
840,No,0.40,Ideal,I,VS2,61.4,58.0,4.78,4.73,2.92
840,No,0.50,Premium,E,I1,60.7,61.0,5.14,5.05,3.09
840,No,0.50,Premium,E,I1,61.4,60.0,5.18,5.03,3.14
841,No,0.32,Very Good,D,VVS2,61.9,54.0,4.43,4.46,2.75
841,No,0.33,Very Good,F,VVS1,60.1,56.0,4.53,4.56,2.73
841,No,0.32,Ideal,D,VVS2,62.3,54.0,4.42,4.44,2.76
841,No,0.32,Ideal,F,VVS1,61.7,56.0,4.38,4.41,2.71
841,No,0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13
841,No,0.48,Ideal,I,SI1,61.9,53.0,5.06,5.08,3.14
841,No,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16
841,No,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97
842,No,0.35,Very Good,G,VVS1,61.2,57.0,4.55,4.58,2.79
842,No,0.35,Very Good,F,VS1,60.3,58.6,4.56,4.59,2.76
842,No,0.32,Ideal,E,VS1,59.5,57.0,4.49,4.45,2.66
842,No,0.32,Ideal,D,VS2,61.8,55.0,4.43,4.41,2.73
842,No,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75
842,No,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.40,2.72
842,No,0.32,Very Good,G,VVS1,61.9,58.0,4.36,4.39,2.71
842,No,0.40,Ideal,F,VS2,60.6,55.0,4.78,4.82,2.91
842,No,0.32,Very Good,G,VVS1,60.9,61.0,4.37,4.40,2.67
842,No,0.40,Ideal,F,VS2,62.7,56.0,4.73,4.77,2.98
842,No,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68
842,No,0.40,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94
842,No,0.40,Premium,I,VVS1,60.8,58.0,4.76,4.78,2.90
842,No,0.32,Ideal,H,IF,60.9,56.0,4.41,4.42,2.69
842,No,0.32,Premium,G,VVS1,62.6,58.0,4.38,4.41,2.75
842,No,0.32,Ideal,G,VVS1,61.1,57.0,4.41,4.43,2.70
842,No,0.32,Premium,E,VVS2,61.1,58.0,4.42,4.45,2.71
842,No,0.40,Premium,I,VVS1,62.7,59.0,4.67,4.71,2.94
842,No,0.40,Premium,F,VS2,62.6,58.0,4.68,4.72,2.94
842,No,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.40,2.73
842,No,0.40,Premium,F,VS2,60.7,60.0,4.75,4.80,2.90
842,No,0.32,Ideal,E,VVS2,61.5,57.0,4.40,4.41,2.71
842,No,0.32,Ideal,G,VVS1,61.4,55.0,4.42,4.44,2.72
842,No,0.32,Ideal,G,VVS1,61.1,53.0,4.40,4.44,2.70
842,No,0.40,Premium,F,VS2,61.0,59.0,4.71,4.76,2.89
842,No,0.40,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96
842,No,0.40,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92
842,No,0.32,Ideal,E,VVS2,62.0,55.0,4.38,4.40,2.72
842,No,0.40,Premium,F,VS2,61.0,58.0,4.72,4.79,2.90
842,No,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.70
842,No,0.40,Good,I,VVS1,63.3,57.0,4.67,4.71,2.97
842,No,0.32,Ideal,G,VVS1,62.4,55.0,4.37,4.38,2.73
842,No,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.40,2.73
842,No,0.40,Premium,F,VS2,59.7,58.0,4.79,4.83,2.87
842,No,0.32,Ideal,G,VVS1,62.4,56.0,4.36,4.39,2.73
842,No,0.40,Premium,I,VVS1,59.5,59.0,4.76,4.79,2.84
842,No,0.40,Premium,F,VS2,59.3,59.0,4.79,4.83,2.85
842,No,0.32,Ideal,E,VVS2,61.6,57.0,4.40,4.43,2.72
842,No,0.40,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89
842,No,0.40,Good,I,VVS1,63.5,57.0,4.65,4.68,2.96
842,No,0.32,Premium,E,VVS2,59.9,58.0,4.45,4.50,2.68
842,No,0.40,Good,I,VVS1,63.9,56.0,4.64,4.68,2.98
842,No,0.40,Premium,F,VS2,61.6,58.0,4.75,4.80,2.94
842,No,0.32,Ideal,E,VVS2,60.8,57.0,4.42,4.46,2.70
842,No,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69
842,No,0.40,Very Good,I,VVS1,61.5,58.0,4.70,4.76,2.91
842,No,0.32,Ideal,G,VVS1,60.8,56.0,4.37,4.44,2.68
842,No,0.32,Ideal,G,VVS1,62.0,57.0,4.38,4.42,2.73
842,No,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.40,2.73
843,No,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79
843,No,0.42,Very Good,H,VS2,59.0,57.0,4.92,4.95,2.91
843,No,0.41,Ideal,I,VVS2,62.4,57.0,4.68,4.75,2.94
843,No,0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74
843,No,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73
843,No,0.40,Ideal,F,VS2,62.6,54.0,4.73,4.78,2.98
843,No,0.42,Ideal,F,SI1,60.8,54.0,4.83,4.94,2.97
844,No,0.43,Very Good,G,VS2,61.0,56.0,4.87,4.89,2.98
844,No,0.46,Very Good,D,SI2,62.0,60.0,4.89,4.92,3.04
844,No,0.34,Ideal,G,VVS1,61.5,56.0,4.47,4.50,2.75
844,No,0.34,Ideal,G,VVS1,60.5,55.0,4.53,4.56,2.75
844,No,0.30,Ideal,E,VVS1,62.0,57.0,4.29,4.32,2.67
844,No,0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24
844,No,0.38,Ideal,F,SI1,60.9,55.0,4.70,4.72,2.87
844,No,0.38,Ideal,F,SI1,60.4,57.0,4.70,4.74,2.85
844,No,0.38,Ideal,E,SI1,61.1,55.0,4.69,4.73,2.88
844,No,0.34,Ideal,H,IF,61.6,55.0,4.51,4.55,2.78
844,No,0.30,Ideal,G,IF,62.2,55.0,4.30,4.32,2.68
844,No,0.30,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65
844,No,0.30,Ideal,G,IF,61.8,57.0,4.28,4.31,2.65
844,No,0.30,Premium,F,VS1,61.5,59.0,4.33,4.31,2.66
844,No,0.30,Ideal,F,VS1,62.0,55.0,4.34,4.30,2.68
844,No,0.30,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65
844,No,0.30,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66
844,No,0.30,Premium,F,VS1,61.9,59.0,4.30,4.26,2.65
844,No,0.30,Ideal,F,VS1,61.4,56.0,4.37,4.33,2.67
844,No,0.30,Premium,F,VS1,60.5,60.0,4.31,4.29,2.60
844,No,0.30,Ideal,E,VS2,61.5,55.0,4.40,4.32,2.68
844,No,0.30,Premium,E,VS2,62.1,58.0,4.31,4.29,2.67
844,No,0.30,Premium,E,VS2,60.0,58.0,4.40,4.37,2.63
844,No,0.30,Premium,E,VS2,59.2,59.0,4.41,4.37,2.60
844,No,0.30,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59
844,No,0.30,Premium,E,VS2,60.0,60.0,4.40,4.36,2.63
844,No,0.30,Ideal,E,VS2,60.2,57.0,4.38,4.36,2.63
844,No,0.30,Ideal,E,VS2,61.0,56.0,4.36,4.33,2.65
844,No,0.30,Premium,E,VS2,59.9,59.0,4.38,4.33,2.61
844,No,0.30,Premium,E,VS2,61.8,58.0,4.36,4.31,2.68
844,No,0.30,Ideal,E,VS2,61.4,55.0,4.34,4.32,2.66
844,No,0.30,Premium,E,VS2,61.7,58.0,4.34,4.32,2.67
844,No,0.30,Ideal,E,VS2,62.1,55.0,4.35,4.32,2.69
844,No,0.30,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68
844,No,0.30,Ideal,E,VS2,61.6,55.0,4.33,4.31,2.66
844,No,0.30,Ideal,E,VS2,61.8,56.0,4.33,4.31,2.67
844,No,0.30,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66
844,No,0.30,Ideal,E,VS2,62.0,56.0,4.34,4.31,2.68
844,No,0.30,Ideal,E,VS2,61.2,55.0,4.35,4.31,2.65
844,No,0.30,Ideal,E,VS2,61.8,57.0,4.34,4.30,2.67
844,No,0.30,Ideal,E,VS2,62.0,56.0,4.34,4.30,2.68
844,No,0.30,Ideal,E,VS2,62.3,56.0,4.34,4.30,2.69
844,No,0.30,Ideal,E,VS2,62.0,55.0,4.35,4.30,2.68
844,No,0.30,Ideal,E,VS2,61.7,55.0,4.32,4.30,2.66
844,No,0.30,Ideal,E,VS2,61.8,56.0,4.34,4.30,2.67
844,No,0.30,Premium,E,VS2,60.4,58.0,4.34,4.30,2.61
844,No,0.30,Ideal,E,VS2,62.1,55.0,4.33,4.30,2.68
844,No,0.30,Premium,E,VS2,60.7,59.0,4.33,4.30,2.62
844,No,0.30,Ideal,E,VS2,62.6,56.0,4.33,4.29,2.70
844,No,0.30,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65
844,No,0.30,Premium,E,VS2,61.9,59.0,4.33,4.29,2.67
844,No,0.30,Ideal,E,VS2,62.4,57.0,4.33,4.29,2.69
844,No,0.30,Ideal,E,VS2,62.6,54.0,4.33,4.29,2.70
844,No,0.30,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65
844,No,0.30,Ideal,E,VS2,62.8,56.0,4.32,4.28,2.70
844,No,0.30,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66
844,No,0.30,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68
844,No,0.30,Ideal,E,VS2,61.3,57.0,4.33,4.29,2.64
844,No,0.30,Ideal,E,VS2,62.3,56.0,4.32,4.28,2.68
844,No,0.30,Premium,E,VS2,62.3,58.0,4.32,4.28,2.68
844,No,0.30,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69
844,No,0.30,Premium,E,VS2,61.9,61.0,4.32,4.28,2.66
844,No,0.30,Ideal,E,VS2,62.1,55.0,4.32,4.28,2.67
844,No,0.30,Premium,E,VS2,62.0,59.0,4.31,4.27,2.66
844,No,0.30,Ideal,E,VS2,62.2,56.0,4.30,4.28,2.67
844,No,0.30,Ideal,E,VS2,62.5,56.0,4.30,4.28,2.68
844,No,0.30,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64
844,No,0.30,Ideal,E,VS2,62.0,55.0,4.31,4.27,2.66
844,No,0.30,Ideal,E,VS2,61.6,56.0,4.30,4.27,2.64
844,No,0.30,Ideal,E,VS2,62.3,57.0,4.30,4.27,2.67
844,No,0.30,Premium,E,VS2,62.6,58.0,4.30,4.26,2.68
844,No,0.30,Premium,E,VS2,62.5,58.0,4.31,4.26,2.68
844,No,0.30,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66
844,No,0.30,Premium,E,VS2,62.0,58.0,4.29,4.26,2.65
844,No,0.30,Premium,E,VS2,62.4,59.0,4.30,4.26,2.67
844,No,0.30,Ideal,E,VS2,62.0,55.0,4.30,4.25,2.65
844,No,0.30,Ideal,E,VS2,62.1,56.0,4.31,4.25,2.66
844,No,0.30,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64
844,No,0.30,Ideal,E,VS2,62.4,56.0,4.28,4.25,2.66
844,No,0.30,Premium,E,VS2,62.6,58.0,4.28,4.25,2.67
844,No,0.30,Premium,E,VS2,62.8,59.0,4.26,4.24,2.67
844,No,0.30,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65
844,No,0.30,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66
844,No,0.30,Premium,E,VS2,62.0,60.0,4.26,4.23,2.63
844,No,0.30,Ideal,E,VS2,62.4,57.0,4.26,4.24,2.65
844,No,0.30,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66
844,No,0.30,Premium,E,VS2,62.9,58.0,4.27,4.22,2.67
844,No,0.37,Ideal,F,SI1,60.2,53.0,4.74,4.70,2.84
844,No,0.30,Premium,E,VS2,62.5,59.0,4.30,4.27,2.68
844,No,0.30,Ideal,E,VS2,62.6,56.0,4.34,4.29,2.70
844,No,0.30,Ideal,E,VS2,62.4,56.0,4.33,4.26,2.68
844,No,0.37,Ideal,E,VVS2,62.2,56.0,4.60,4.63,2.87
844,No,0.37,Ideal,E,VVS2,61.8,54.0,4.60,4.63,2.85
844,No,0.37,Very Good,G,VVS2,59.1,60.0,4.69,4.71,2.78
844,No,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82
844,No,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.80
844,No,0.41,Good,G,VVS1,63.6,56.0,4.72,4.74,3.01
463,No,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74
463,No,0.33,Ideal,I,VS2,61.5,57.0,4.42,4.49,2.74
463,No,0.33,Ideal,I,VS2,62.4,56.0,4.39,4.43,2.75
463,No,0.33,Premium,I,VS2,62.0,60.0,4.41,4.46,2.75
463,No,0.33,Very Good,I,VS2,61.0,61.0,4.43,4.46,2.71
463,No,0.33,Premium,I,VS2,61.1,59.0,4.40,4.44,2.70
464,No,0.30,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64
464,No,0.30,Ideal,J,VVS1,61.8,56.0,4.31,4.33,2.67
464,No,0.34,Ideal,J,VS1,62.0,54.0,4.52,4.55,2.81
464,No,0.27,Ideal,H,VS1,61.2,54.0,4.20,4.23,2.58
464,No,0.27,Ideal,H,VS1,62.3,56.0,4.15,4.17,2.59
464,No,0.29,Ideal,H,VS1,62.4,54.0,4.23,4.26,2.65
464,No,0.31,Ideal,H,SI1,61.1,57.0,4.38,4.42,2.69
464,No,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71
464,No,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68
464,No,0.31,Ideal,H,SI1,61.8,54.0,4.34,4.36,2.69
464,No,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.70
464,No,0.31,Ideal,H,SI1,62.1,54.0,4.37,4.39,2.72
464,No,0.31,Ideal,H,SI1,61.1,56.0,4.35,4.39,2.67
465,No,0.23,Very Good,F,VVS2,60.4,61.0,3.92,3.96,2.38
465,No,0.23,Very Good,F,VVS2,61.3,60.0,3.98,4.01,2.45
465,No,0.23,Very Good,F,VVS2,61.0,59.0,3.93,3.97,2.41
465,No,0.23,Very Good,E,VVS2,62.7,59.0,3.93,3.95,2.47
465,No,0.23,Very Good,E,VVS2,61.8,59.0,3.92,3.95,2.43
465,No,0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42
465,No,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43
465,No,0.23,Very Good,F,VVS1,60.1,57.0,4.00,4.02,2.41
465,No,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45
465,No,0.30,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68
845,No,0.41,Very Good,I,VVS1,63.5,58.0,4.70,4.75,3.00
845,No,0.40,Very Good,D,VS2,63.3,58.0,4.63,4.66,2.94
845,No,0.40,Very Good,D,VS2,62.4,60.0,4.66,4.67,2.91
845,No,0.35,Premium,G,VS1,62.6,56.0,4.52,4.49,2.82
846,No,0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77
846,No,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78
846,No,0.32,Ideal,E,VS2,61.3,55.0,4.41,4.43,2.71
846,No,0.32,Ideal,E,VS2,61.3,55.0,4.43,4.47,2.73
846,No,0.32,Ideal,E,VS2,61.1,56.0,4.46,4.48,2.73
846,No,0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72
846,No,0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84
846,No,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56
846,No,0.31,Ideal,G,VVS2,62.7,57.0,4.35,4.32,2.72
846,No,0.31,Good,F,VVS2,63.6,55.0,4.33,4.29,2.74
846,No,0.31,Ideal,H,VVS1,61.6,57.0,4.35,4.32,2.67
846,No,0.30,Premium,F,IF,61.6,58.0,4.30,4.34,2.66
846,No,0.41,Premium,D,VS2,61.8,58.0,4.76,4.79,2.95
847,No,0.41,Very Good,H,VVS2,63.1,58.0,4.71,4.74,2.98
847,No,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97
847,No,0.38,Very Good,D,VS2,61.0,58.0,4.70,4.75,2.88
847,No,0.40,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94
847,No,0.41,Good,G,VS1,63.3,62.0,4.67,4.71,2.97
847,No,0.39,Good,F,VS1,62.8,61.0,4.63,4.67,2.92
847,No,0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94
847,No,0.42,Premium,G,VS2,60.6,59.0,4.78,4.85,2.92
847,No,0.42,Ideal,G,VS2,62.2,56.0,4.80,4.82,2.99
847,No,0.42,Ideal,G,VS2,60.8,57.0,4.82,4.85,2.94
847,No,0.42,Premium,H,VS1,61.6,58.0,4.79,4.82,2.96
847,No,0.42,Very Good,G,VS2,60.1,61.0,4.81,4.84,2.90
847,No,0.42,Ideal,H,VS1,62.0,57.0,4.80,4.82,2.98
